id,x,y
10222_18,686341.2212,4823726.207
10223_18,686427.5133,4823725.607
10224_18,686474.3734,4823679.515
10225_18,686435.9411,4823684.757
10226_18,686377.3005,4823686.928
10227_18,686382.1316,4823666.631
10228_18,686480.8016,4823650.074
10229_18,686426.7026,4823646.816
1022_12,678727.3355,4823476.219
10230_18,686461.3706,4823623.624
10231_18,686432.1219,4823629.302
10232_18,686486.0076,4823581.933
10233_18,686385.5636,4823566.37
10234_18,686487.9401,4823556.315
10235_18,686429.7049,4823547.423
10236_18,686383.1191,4823545.006
10237_18,686488.6472,4823537.978
10238_18,686384.637,4823527.642
10239_18,686432.9693,4823475.957
1023_12,678689.9426,4823476.091
10240_18,686487.4341,4823470.602
10241_18,686432.8108,4823460.046
10242_18,686385.8959,4823458.553
10243_18,686433.2406,4823443.304
10244_18,686382.7199,4823434.306
10245_18,686447.621,4823384.148
10246_18,686391.4097,4823381.67
10247_18,686390.9037,4823365.686
10248_18,686446.7859,4823328.397
10249_18,686384.0274,4823327.62
1024_12,678994.2647,4823465.713
10250_18,686443.6403,4823281.055
10251_18,686494.4262,4823276.163
10252_18,686495.1547,4823257.918
10253_18,686444.7559,4823245.089
10254_18,686391.5713,4823239.035
10255_18,686499.5012,4823198.104
10256_18,686493.3289,4823174.607
10257_18,686398.539,4823149.823
10258_18,686443.4666,4823117.185
10259_18,686444.5669,4823096.806
1025_12,678975.3488,4823465.295
10260_18,686401.8888,4823074.214
10261_18,686490.0798,4823054.963
10262_18,686402.3063,4823062.257
10263_18,686445.6734,4823058.045
10264_18,686400.7214,4823040.229
10265_18,686487.5255,4823038.376
10266_18,686443.6647,4823027.309
10267_18,686401.0231,4823021.304
10268_18,686979.1354,4823797.104
10269_18,686950.6,4823800.722
1026_12,678849.9629,4823451.615
10270_18,686885.7658,4823793.117
10271_18,686857.8949,4823796.513
10272_18,686835.6627,4823797.595
10273_18,686752.5009,4823795.629
10274_18,686736.2124,4823795.266
10275_18,686639.81,4823791.218
10276_18,686623.9421,4823790.56
10277_18,686608.0071,4823789.99
10278_18,686536.2601,4823776.182
10279_18,686885.6134,4823765.966
1027_12,679922.666,4823518.281
10280_18,686781.2406,4823764.137
10281_18,686886.1712,4823750.884
10282_18,686824.6137,4823747.781
10283_18,686685.9965,4823788.862
10284_18,686686.5969,4823752.073
10285_18,686656.7813,4823744.913
10286_18,686639.8954,4823743.544
10287_18,686624.4328,4823742.337
10288_18,686610.79,4823741.557
10289_18,686781.076,4823746.714
1028_12,679045.9192,4823457.733
10290_18,686979.175,4823739.033
10291_18,686782.2952,4823731.858
10292_18,686726.7971,4823731.276
10293_18,686931.0653,4823721.995
10294_18,686974.981,4823721.803
10295_18,686826.2169,4823717.825
10296_18,686980.0498,4823706.517
10297_18,686933.5921,4823698.711
10298_18,686825.2538,4823703.314
10299_18,686728.9398,4823701.793
1029_12,678756.9866,4823414.689
102_7,685939.9177,4825599.365
10300_18,686976.9896,4823691.747
10301_18,686827.0429,4823687.037
10302_18,686727.7023,4823685.623
10303_18,686981.4671,4823677.235
10304_18,686889.9629,4823674.477
10305_18,686782.731,4823670.819
10306_18,686728.7783,4823669.816
10307_18,686933.9182,4823646.106
10308_18,686830.8164,4823656.765
10309_18,686786.1204,4823657.243
1030_12,678717.9203,4823423.062
10310_18,686888.7498,4823644.469
10311_18,686830.2952,4823643.515
10312_18,686531.557,4823700.958
10313_18,686578.3714,4823699.93
10314_18,686594.1509,4823700.452
10315_18,686625.905,4823700.049
10316_18,686641.6967,4823701.128
10317_18,686789.1562,4823632.21
10318_18,686768.6889,4823631.682
10319_18,686977.6754,4823632.777
1031_12,678996.8128,4823409.474
10320_18,686835.0043,4823628.385
10321_18,686729.6866,4823626.44
10322_18,686979.0958,4823598.551
10323_18,686885.1075,4823596.399
10324_18,686838.2169,4823594.881
10325_18,686981.4244,4823584.996
10326_18,686893.52,4823583.247
10327_18,686935.0155,4823569.649
10328_18,686937.0059,4823546.945
10329_18,686893.1176,4823552.733
1032_12,678893.6744,4823408.038
10330_18,686831.9137,4823551.121
10331_18,686532.1331,4823639.549
10332_18,686580.8189,4823626.604
10333_18,686630.5624,4823628.802
10334_18,686538.4394,4823585.7
10335_18,686531.1151,4823573.575
10336_18,686536.4125,4823555.373
10337_18,686615.5327,4823585.289
10338_18,686637.7099,4823583.497
10339_18,686677.8248,4823587.871
1033_12,678644.1158,4823426.034
10340_18,686692.8636,4823584.694
10341_18,686732.3353,4823550.877
10342_18,686730.5309,4823569.558
10343_18,686893.2487,4823537.396
10344_18,686892.9439,4823521.619
10345_18,686937.5728,4823508.305
10346_18,686894.7971,4823506.373
10347_18,686835.6566,4823503.41
10348_18,686896.9581,4823492.093
10349_18,686938.856,4823475.887
1034_12,678662.9251,4823400.138
10350_18,686897.4793,4823476.448
10351_18,686568.8738,4823531.879
10352_18,686650.3165,4823533.479
10353_18,686601.8959,4823532.074
10354_18,686586.1682,4823531.711
10355_18,686664.0142,4823534.152
10356_18,686570.4344,4823491.209
10357_18,686587.8872,4823488.634
10358_18,686633.6378,4823491.389
10359_18,686651.7643,4823492.983
1035_12,678848.2865,4823411.229
10360_18,686695.9756,4823488.152
10361_18,686792.8352,4823474.064
10362_18,686741.013,4823487.747
10363_18,686734.3927,4823518.983
10364_18,686790.6528,4823542.099
10365_18,686732.0823,4823534.884
10366_18,686979.1811,4823441.35
10367_18,686935.7196,4823449.168
10368_18,686886.0706,4823439.945
10369_18,686866.1946,4823438.75
1036_12,678677.208,4823414.18
10370_18,686850.8235,4823440.981
10371_18,686833.779,4823441.255
10372_18,686740.6564,4823387.068
10373_18,686841.0272,4823389.854
10374_18,686538.5065,4823462.616
10375_18,686603.5662,4823432.124
10376_18,686651.8954,4823433.373
10377_18,686691.5956,4823441.81
10378_18,686733.5149,4823432.431
10379_18,686782.1885,4823433.654
1037_12,679097.6683,4823411.022
10380_18,686799.1415,4823436.775
10381_18,686922.6741,4823392.237
10382_18,686754.982,4823390.881
10383_18,686688.1849,4823390.332
10384_18,686655.9187,4823380.865
10385_18,686608.1992,4823384.578
10386_18,686592.822,4823385.23
10387_18,686577.7008,4823383.953
10388_18,686693.0556,4823372.937
10389_18,686875.4514,4823371.611
1038_12,679044.6696,4823411.281
10390_18,686740.8606,4823362.132
10391_18,686840.634,4823349.858
10392_18,686793.9538,4823345.996
10393_18,686740.1595,4823345.38
10394_18,686694.0188,4823332.941
10395_18,686795.0694,4823328.677
10396_18,686923.8598,4823354.381
10397_18,686925.4996,4823334.17
10398_18,686962.1275,4823334.981
10399_18,686842.1214,4823313.638
1039_12,679130.1966,4823393.319
103_7,686027.1852,4825587.091
10400_18,686794.6274,4823308.74
10401_18,686594.9068,4823302.138
10402_18,686795.807,4823291.924
10403_18,686742.1042,4823290.361
10404_18,686880.8067,4823278.388
10405_18,686843.0572,4823277.151
10406_18,686796.8433,4823273.298
10407_18,686594.3002,4823262.295
10408_18,686550.4242,4823265.376
10409_18,686742.8418,4823254.525
1040_12,679000.2814,4823384.279
10410_18,686962.9718,4823316.613
10411_18,686925.7922,4823298.916
10412_18,686926.5634,4823262.404
10413_18,686927.4138,4823281.232
10414_18,686965.4864,4823263.307
10415_18,686643.3183,4823291.373
10416_18,686696.637,4823289.98
10417_18,686668.827,4823287.151
10418_18,686643.1293,4823272.24
10419_18,686862.732,4823238.761
1041_12,678976.6624,4823390.186
10420_18,686882.2576,4823240.977
10421_18,686797.4956,4823236.417
10422_18,686797.523,4823217.486
10423_18,686551.0612,4823215.739
10424_18,686598.665,4823206.879
10425_18,686599.113,4823189.35
10426_18,686548.8423,4823188.237
10427_18,686945.8847,4823240.922
10428_18,686966.3764,4823243.397
10429_18,686845.6541,4823187.817
1042_12,678959.5967,4823390.006
10430_18,686862.4211,4823190.743
10431_18,686696.9053,4823234.64
10432_18,686644.8971,4823216.849
10433_18,686642.8001,4823200.396
10434_18,686745.6368,4823179.523
10435_18,686601.0912,4823166.877
10436_18,686745.4692,4823161.256
10437_18,686764.3455,4823135.699
10438_18,686745.8745,4823136.388
10439_18,686902.859,4823165.728
1043_12,678996.3983,4823329.022
10440_18,686846.3917,4823162.677
10441_18,686902.9109,4823140.771
10442_18,686948.2317,4823177.456
10443_18,686948.7559,4823157.519
10444_18,686643.1354,4823181.974
10445_18,686644.8728,4823163.676
10446_18,686551.5154,4823112.107
10447_18,686573.0587,4823114.171
10448_18,686597.6073,4823120.105
10449_18,686943.9584,4823094.557
1044_12,678979.0064,4823328.592
10450_18,686918.4648,4823090.091
10451_18,686897.9975,4823089.604
10452_18,686862.6894,4823090.555
10453_18,686846.0442,4823089.607
10454_18,686826.6132,4823091.213
10455_18,686772.2825,4823089.503
10456_18,686704.3089,4823070.84
10457_18,686591.8801,4823072.133
10458_18,686655.8303,4823058.392
10459_18,686946.2017,4823056.917
1045_12,678961.8126,4823328.174
10460_18,686704.9551,4823050.349
10461_18,686945.2111,4823039.098
10462_18,686649.0059,4823109.797
10463_18,686675.9045,4823100.379
10464_18,686881.5078,4823035.95
10465_18,686864.5913,4823034.779
10466_18,686846.7879,4823034.359
10467_18,686656.7173,4823029.394
10468_18,686640.505,4823029
10469_18,686624.4084,4823028.409
1046_12,678761.4885,4823359.648
10470_18,686608.3241,4823028.144
10471_18,686554.7798,4823024.91
10472_18,686473.6663,4823794.272
10473_18,686439.9797,4823785.491
10474_18,686421.5606,4823781.861
10475_18,686469.2101,4823764.53
10476_4,681393.4326,4824949.04
10477_4,681374.3002,4824931.7
10478_4,681363.5347,4824921.833
10479_4,681354.2687,4824911.668
1047_12,679127.3863,4823351.19
10480_4,681295.9695,4824882.072
10481_4,681305.2355,4824897.318
10482_4,681313.6083,4824908.98
10483_4,681321.0821,4824917.051
10484_4,681397.3188,4824891.341
10485_4,681388.949,4824881.475
10486_4,681380.2774,4824870.112
10487_4,681370.7127,4824859.648
10488_4,681324.0721,4824807.329
10489_4,681312.7122,4824797.164
1048_12,679050.9728,4823349.943
10490_4,681444.8555,4824892.237
10491_4,681435.2878,4824883.566
10492_4,681465.4844,4824800.751
10493_4,681474.156,4824812.41
10494_4,681484.9185,4824821.081
10495_4,681493.2883,4824831.545
10496_4,681427.2167,4824809.121
10497_4,681438.5766,4824818.39
10498_4,681355.2959,4824804.296
10499_11,681453.399,4824679.864
1049_12,679099.3843,4823325.477
104_7,686070.7747,4825594.483
10500_11,681558.0005,4824670.074
10501_11,681375.0226,4824673.235
10502_11,681484.9947,4824634.769
10503_11,681309.0272,4824623.772
10504_11,681412.0681,4824614.869
10505_11,681333.777,4824597.318
10506_11,681596.8108,4824583.188
10507_11,681411.5012,4824540.043
10508_11,681355.1313,4824511.239
10509_11,681342.6071,4824778.029
