facility_id,x,y,activity_type,capacity,day,start_time,end_time
10045_18,686181.3197999997,4823729.2126,home,2.0,wkday,00:00:00,30:00:00
10046_18,686123.8526999997,4823723.0831,home,2.0,wkday,00:00:00,30:00:00
10047_18,686027.1852000002,4823718.867699999,home,2.0,wkday,00:00:00,30:00:00
10048_18,686224.4095000001,4823710.452099999,home,2.0,wkday,00:00:00,30:00:00
10049_18,686223.9035,4823691.6855999995,home,2.0,wkday,00:00:00,30:00:00
1004_12,679152.0263999999,4822862.7894,home,2.0,wkday,00:00:00,30:00:00
10050_18,686056.1838999996,4823682.258099999,home,2.0,wkday,00:00:00,30:00:00
10051_18,686042.8946000002,4823676.1712,home,2.0,wkday,00:00:00,30:00:00
10052_18,686026.3377999999,4823676.6162,home,2.0,wkday,00:00:00,30:00:00
10053_18,686064.3037999999,4823661.760199999,home,2.0,wkday,00:00:00,30:00:00
10054_18,686022.9271,4823656.651799999,home,2.0,wkday,00:00:00,30:00:00
10055_18,686225.9212999996,4823651.0648,home,2.0,wkday,00:00:00,30:00:00
10056_18,686084.4511000002,4823621.24,home,2.0,wkday,00:00:00,30:00:00
10057_18,686054.8640999999,4823619.2497000005,home,2.0,wkday,00:00:00,30:00:00
10058_18,686038.7401999999,4823618.7346,home,2.0,wkday,00:00:00,30:00:00
10059_18,686232.5415000003,4823579.0831,home,2.0,wkday,00:00:00,30:00:00
1005_12,679105.6571000004,4822861.1009,home,2.0,wkday,00:00:00,30:00:00
10060_18,686184.5263,4823579.9944,home,2.0,wkday,00:00:00,30:00:00
10061_18,686085.1124999998,4823572.6457,home,2.0,wkday,00:00:00,30:00:00
10062_18,686065.1786000002,4823575.8552,home,2.0,wkday,00:00:00,30:00:00
10063_18,686045.7078999998,4823574.764,home,2.0,wkday,00:00:00,30:00:00
10064_18,686025.3228000002,4823574.191,home,2.0,wkday,00:00:00,30:00:00
10065_18,686225.8847000003,4823563.306600001,home,2.0,wkday,00:00:00,30:00:00
10066_18,686185.5077999998,4823566.449100001,home,2.0,wkday,00:00:00,30:00:00
10067_18,685630.2555,4823555.601199999,home,4.0,wkday,00:00:00,30:00:00
10068_18,686185.1725000003,4823543.970000001,home,2.0,wkday,00:00:00,30:00:00
10069_18,686085.2039999999,4823546.2042,home,2.0,wkday,00:00:00,30:00:00
1006_12,679107.7632999998,4822821.053099999,home,2.0,wkday,00:00:00,30:00:00
10070_18,686130.7625000002,4823522.350500001,home,2.0,wkday,00:00:00,30:00:00
10071_18,686085.4813000001,4823526.090399999,home,2.0,wkday,00:00:00,30:00:00
10072_18,686183.6880999999,4823520.2261,home,2.0,wkday,00:00:00,30:00:00
10073_18,686229.8196999999,4823512.4933,home,2.0,wkday,00:00:00,30:00:00
10074_18,685667.2980000004,4823494.001,home,2.0,wkday,00:00:00,30:00:00
10075_18,686129.6712999996,4823508.043199999,home,2.0,wkday,00:00:00,30:00:00
10076_18,686232.0508000003,4823497.619000001,home,2.0,wkday,00:00:00,30:00:00
10077_18,686181.4874,4823486.0274,home,2.0,wkday,00:00:00,30:00:00
10078_18,686130.1223999998,4823488.883400001,home,2.0,wkday,00:00:00,30:00:00
10079_18,686086.1671000002,4823486.518200001,home,2.0,wkday,00:00:00,30:00:00
1007_12,679172.4450000003,4823201.1547,home,2.0,wkday,00:00:00,30:00:00
10080_18,686230.9534999998,4823478.105699999,home,2.0,wkday,00:00:00,30:00:00
10081_18,685697.6134000001,4823467.5535,home,2.0,wkday,00:00:00,30:00:00
10082_18,686130.8203999996,4823469.796800001,home,2.0,wkday,00:00:00,30:00:00
10083_18,686232.7884,4823460.3114,home,2.0,wkday,00:00:00,30:00:00
10084_18,686188.5619000001,4823451.0546,home,2.0,wkday,00:00:00,30:00:00
10085_18,686131.4665999999,4823451.920299999,home,2.0,wkday,00:00:00,30:00:00
10086_18,686132.5729999999,4823420.2179000005,home,2.0,wkday,00:00:00,30:00:00
10087_18,686233.2852999996,4823408.2545,home,2.0,wkday,00:00:00,30:00:00
10088_18,686132.9144000001,4823405.0572,home,2.0,wkday,00:00:00,30:00:00
10089_18,686133.5910999998,4823389.234999999,home,2.0,wkday,00:00:00,30:00:00
1008_12,678929.0220999997,4822824.427200001,home,2.0,wkday,00:00:00,30:00:00
10090_18,686041.0017999997,4823375.65,home,2.0,wkday,00:00:00,30:00:00
10091_18,686188.7538999999,4823382.9043000005,home,2.0,wkday,00:00:00,30:00:00
10092_18,686134.4994000001,4823373.342700001,home,2.0,wkday,00:00:00,30:00:00
10093_18,686188.4918,4823362.3211,home,2.0,wkday,00:00:00,30:00:00
10094_18,686238.7016000003,4823362.659399999,home,2.0,wkday,00:00:00,30:00:00
10095_18,686137.9253000002,4823355.335000001,home,2.0,wkday,00:00:00,30:00:00
10096_18,686022.6710999999,4823335.2212000005,home,2.0,wkday,00:00:00,30:00:00
10097_18,686089.9101,4823330.173800001,home,2.0,wkday,00:00:00,30:00:00
10098_18,686241.2192000002,4823340.3693,home,2.0,wkday,00:00:00,30:00:00
10099_18,686190.8843999999,4823347.169399999,home,2.0,wkday,00:00:00,30:00:00
1009_12,678844.2874999996,4822881.3366,home,2.0,wkday,00:00:00,30:00:00
100_7,685891.1923000002,4825617.7663,home,2.0,wkday,00:00:00,30:00:00
10100_18,686188.6045000004,4823332.7249,home,2.0,wkday,00:00:00,30:00:00
10101_18,686066.0015000002,4823317.9208,home,2.0,wkday,00:00:00,30:00:00
10102_18,686240.3169999998,4823320.8682,home,2.0,wkday,00:00:00,30:00:00
10103_18,686090.8306,4823302.116900001,home,2.0,wkday,00:00:00,30:00:00
10104_18,686056.4886999996,4823298.544600001,home,2.0,wkday,00:00:00,30:00:00
10105_18,686045.1074999999,4823283.5331999995,home,2.0,wkday,00:00:00,30:00:00
10106_18,686092.318,4823278.3302,home,2.0,wkday,00:00:00,30:00:00
10107_18,686193.3503,4823269.5184,home,2.0,wkday,00:00:00,30:00:00
10108_18,686137.2548000002,4823267.183700001,home,2.0,wkday,00:00:00,30:00:00
10109_18,686091.4829000002,4823258.783399999,home,2.0,wkday,00:00:00,30:00:00
1010_12,679641.2588,4823572.362199999,secondary,N/A,wkday,08:00:00,20:00:00
10110_18,686030.7604999999,4823249.4747,home,2.0,wkday,00:00:00,30:00:00
10111_18,686195.1974,4823249.7917,home,2.0,wkday,00:00:00,30:00:00
10112_18,686138.3399,4823248.996200001,home,2.0,wkday,00:00:00,30:00:00
10113_18,686240.2956999997,4823250.114800001,home,2.0,wkday,00:00:00,30:00:00
10114_18,685902.1194000002,4823231.8542,home,2.0,wkday,00:00:00,30:00:00
10115_18,685982.9281000001,4823230.577099999,home,2.0,wkday,00:00:00,30:00:00
10116_18,685883.9227999998,4823219.793299999,home,2.0,wkday,00:00:00,30:00:00
10117_18,686195.4778000005,4823229.519400001,home,2.0,wkday,00:00:00,30:00:00
10118_18,686139.3334999997,4823228.693399999,home,2.0,wkday,00:00:00,30:00:00
10119_18,686053.3676000005,4823213.0876,home,2.0,wkday,00:00:00,30:00:00
1011_12,679852.7021000003,4823573.0206,secondary,N/A,wkday,08:00:00,20:00:00
10120_18,685997.2232999997,4823206.5405,home,2.0,wkday,00:00:00,30:00:00
10121_18,685932.6268999996,4823191.5078,home,2.0,wkday,00:00:00,30:00:00
10122_18,686003.8465999998,4823182.7356,home,2.0,wkday,00:00:00,30:00:00
10123_18,686231.9562999997,4823168.251499999,home,2.0,wkday,00:00:00,30:00:00
10124_18,686213.5403000005,4823167.267000001,home,2.0,wkday,00:00:00,30:00:00
10125_18,686192.0244000005,4823165.6910999995,home,2.0,wkday,00:00:00,30:00:00
10126_18,686250.9605999999,4823166.697000001,home,2.0,wkday,00:00:00,30:00:00
10127_18,686091.6505000005,4823163.725199999,home,2.0,wkday,00:00:00,30:00:00
10128_18,686058.0767000001,4823162.3597,home,2.0,wkday,00:00:00,30:00:00
10129_18,686140.5374999996,4823142.5385,home,2.0,wkday,00:00:00,30:00:00
1012_12,678981.1857000003,4823551.017000001,secondary,N/A,wkday,08:00:00,20:00:00
10130_18,686095.5549999997,4823141.136399999,home,2.0,wkday,00:00:00,30:00:00
10131_18,685971.8059999999,4823126.368799999,home,2.0,wkday,00:00:00,30:00:00
10132_18,685959.6596999997,4823107.203,home,2.0,wkday,00:00:00,30:00:00
10133_18,686253.1430000002,4823104.3409,home,2.0,wkday,00:00:00,30:00:00
10134_18,686175.8668999998,4823103.0638,home,2.0,wkday,00:00:00,30:00:00
10135_18,686272.3424000004,4823104.795,home,2.0,wkday,00:00:00,30:00:00
10136_18,686014.2281,4823107.1237,home,2.0,wkday,00:00:00,30:00:00
10137_18,686144.6157,4823100.195599999,home,2.0,wkday,00:00:00,30:00:00
10138_18,686158.7949999999,4823100.732000001,home,2.0,wkday,00:00:00,30:00:00
10139_18,686094.6771999998,4823100.759500001,home,2.0,wkday,00:00:00,30:00:00
1013_12,678907.8994000005,4823556.918,secondary,N/A,wkday,08:00:00,20:00:00
10140_18,686272.3575999998,4823059.2182,home,2.0,wkday,00:00:00,30:00:00
10141_18,686252.3230999997,4823059.763800001,home,2.0,wkday,00:00:00,30:00:00
10142_18,686143.6769000003,4823054.4694,home,2.0,wkday,00:00:00,30:00:00
10143_18,686027.1425000001,4823049.991900001,home,2.0,wkday,00:00:00,30:00:00
10144_18,686098.4811000004,4823034.062999999,home,2.0,wkday,00:00:00,30:00:00
10145_18,686273.9425999997,4823018.2347,home,2.0,wkday,00:00:00,30:00:00
10146_18,686256.0843000002,4823018.4024,home,2.0,wkday,00:00:00,30:00:00
10147_18,686160.4896999998,4823013.4311,home,2.0,wkday,00:00:00,30:00:00
10148_18,686142.2596000005,4823015.570800001,home,2.0,wkday,00:00:00,30:00:00
10149_18,686096.1067000004,4823015.8725000005,home,2.0,wkday,00:00:00,30:00:00
1014_12,678821.5433,4823551.416300001,secondary,N/A,wkday,08:00:00,20:00:00
10150_18,686233.0262000002,4822971.319800001,home,2.0,wkday,00:00:00,30:00:00
10151_18,686157.46,4822968.0188,home,2.0,wkday,00:00:00,30:00:00
10152_18,686101.0566999996,4822961.49,home,2.0,wkday,00:00:00,30:00:00
10153_18,686080.2265999997,4822967.2842,home,2.0,wkday,00:00:00,30:00:00
10154_18,686247.4645999996,4822933.7623,home,2.0,wkday,00:00:00,30:00:00
10155_18,686210.8153999997,4822932.664999999,home,2.0,wkday,00:00:00,30:00:00
10156_18,686192.7437000005,4822931.1745,home,2.0,wkday,00:00:00,30:00:00
10157_18,686139.3608999997,4822933.5276,home,2.0,wkday,00:00:00,30:00:00
10158_18,686120.3749000002,4822933.853700001,home,2.0,wkday,00:00:00,30:00:00
10159_18,686234.5379999997,4822887.877599999,home,2.0,wkday,00:00:00,30:00:00
1015_12,678767.4625000004,4823550.3861,secondary,N/A,wkday,08:00:00,20:00:00
10160_18,686161.4985999996,4822885.603800001,home,2.0,wkday,00:00:00,30:00:00
10161_18,686225.3452000003,4822827.475199999,N/A,N/A,N/A,N/A,N/A
10162_18,686223.2999999998,4823779.8278,home,2.0,wkday,00:00:00,30:00:00
10163_18,686179.6983000003,4823784.1986,home,2.0,wkday,00:00:00,30:00:00
10164_18,685651.8720000004,4823762.009199999,N/A,N/A,N/A,N/A,N/A
10165_18,686182.3225999996,4823772.732000001,home,2.0,wkday,00:00:00,30:00:00
10166_18,685623.3792000003,4823766.520199999,home,2.0,wkday,00:00:00,30:00:00
10167_18,685620.3037999999,4823748.7228999995,home,2.0,wkday,00:00:00,30:00:00
10168_4,681070.7248999998,4825179.4143,home,2.0,wkday,00:00:00,30:00:00
10169_4,681062.3886000002,4825181.797800001,home,2.0,wkday,00:00:00,30:00:00
1016_12,679052.2468999997,4823556.6437,work,N/A,wkday,08:00:00,18:00:00
10170_4,681053.6529999999,4825181.797800001,home,2.0,wkday,00:00:00,30:00:00
10171_4,681037.7089,4825179.4692,home,2.0,wkday,00:00:00,30:00:00
10172_11,681267.6292000003,4824668.0076,home,2.0,wkday,00:00:00,30:00:00
10173_11,681270.8722999999,4824626.6797,home,2.0,wkday,00:00:00,30:00:00
10174_11,681270.0859000003,4824588.604,home,2.0,wkday,00:00:00,30:00:00
10175_11,681074.1814000001,4824698.1128,work,N/A,wkday,08:00:00,18:00:00
10176_11,680773.6327,4824692.5624,secondary,N/A,wkday,08:00:00,20:00:00
10177_11,680730.5734999999,4824631.6570999995,work,N/A,wkday,08:00:00,18:00:00
10178_11,681013.6297000004,4824634.089400001,work,N/A,wkday,08:00:00,18:00:00
10179_11,681235.9116000002,4824606.767100001,work,N/A,wkday,08:00:00,18:00:00
1017_12,679545.4356000004,4823523.3716,work,N/A,wkday,08:00:00,18:00:00
10180_11,681210.8081999999,4824634.5375,work,N/A,wkday,08:00:00,18:00:00
10181_11,681139.4299999997,4824563.8847,work,N/A,wkday,08:00:00,18:00:00
10182_11,681159.1201999998,4824561.6504999995,work,N/A,wkday,08:00:00,18:00:00
10183_11,681120.0782000003,4824559.861300001,work,N/A,wkday,08:00:00,18:00:00
10184_11,681267.3792000003,4824564.994200001,home,2.0,wkday,00:00:00,30:00:00
10185_11,681272.5426000003,4824542.313999999,home,2.0,wkday,00:00:00,30:00:00
10186_11,681014.6721000001,4824542.1402,work,N/A,wkday,08:00:00,18:00:00
10187_11,680944.6228,4824539.7872,work,N/A,wkday,08:00:00,18:00:00
10188_11,680796.5994999995,4824535.1664,secondary,N/A,wkday,08:00:00,20:00:00
10189_11,680976.3008000003,4824476.3429000005,work,N/A,wkday,08:00:00,18:00:00
1018_12,679643.5813999996,4823528.291099999,work,N/A,wkday,08:00:00,18:00:00
10190_11,680812.9611999998,4824439.971100001,secondary,N/A,wkday,08:00:00,20:00:00
10191_11,680761.2516999999,4824440.602,secondary,N/A,wkday,08:00:00,20:00:00
10192_11,680581.1786000002,4824432.415100001,work,N/A,wkday,08:00:00,18:00:00
10193_11,680902.4811000004,4824430.7996,home,84.0,wkday,00:00:00,30:00:00
10194_11,680578.6457000002,4824359.6774,work,N/A,wkday,08:00:00,18:00:00
10195_11,680814.1346000005,4824363.167400001,secondary,N/A,wkday,08:00:00,20:00:00
10196_11,681352.3272000002,4824375.088199999,home,18.0,wkday,00:00:00,30:00:00
10197_11,680702.4221999999,4824364.2677,work,N/A,wkday,08:00:00,18:00:00
10198_11,681261.6155000003,4824372.012700001,home,18.0,wkday,00:00:00,30:00:00
10199_11,681125.6957,4824367.8156,home,18.0,wkday,00:00:00,30:00:00
1019_12,678645.7495999997,4823543.113600001,secondary,N/A,wkday,08:00:00,20:00:00
101_7,685960.5466,4825609.4178,home,2.0,wkday,00:00:00,30:00:00
10200_11,681119.4778000005,4824227.418400001,home,84.0,wkday,00:00:00,30:00:00
10201_11,681032.8015999999,4824241.094799999,work,N/A,wkday,08:00:00,18:00:00
10202_11,681029.2111,4824194.9693,work,N/A,wkday,08:00:00,18:00:00
10203_11,680591.3131999997,4824260.3795,secondary,N/A,wkday,08:00:00,20:00:00
10204_11,680954.4617999997,4824156.524800001,work,N/A,wkday,08:00:00,18:00:00
10205_11,680911.6160000004,4824152.7392,secondary,N/A,wkday,08:00:00,20:00:00
10206_11,681121.0505999997,4824140.912900001,home,84.0,wkday,00:00:00,30:00:00
10207_11,681059.1090000002,4824130.0955,work,N/A,wkday,08:00:00,18:00:00
10208_11,681042.6315000001,4824129.6536,work,N/A,wkday,08:00:00,18:00:00
10209_11,681024.5780999996,4824129.190300001,work,N/A,wkday,08:00:00,18:00:00
1020_12,678661.3035000004,4823502.605599999,work,N/A,wkday,08:00:00,18:00:00
10210_11,680740.4186000004,4824116.1844,secondary,N/A,wkday,08:00:00,20:00:00
10211_11,680918.3399,4824102.1666,secondary,N/A,wkday,08:00:00,20:00:00
10212_11,681620.4298,4824097.6403,secondary,N/A,wkday,08:00:00,20:00:00
10213_11,680151.8180999998,4822999.2974,home,4.0,wkday,00:00:00,30:00:00
10214_18,686379.9156999998,4823786.6401,home,2.0,wkday,00:00:00,30:00:00
10215_18,686361.2801999999,4823786.313999999,home,2.0,wkday,00:00:00,30:00:00
10216_18,686343.9491999997,4823784.6741,home,2.0,wkday,00:00:00,30:00:00
10217_18,686479.2928999998,4823782.7234000005,home,2.0,wkday,00:00:00,30:00:00
10218_18,686424.0234000003,4823754.4562,home,2.0,wkday,00:00:00,30:00:00
10219_18,686380.6106000002,4823748.8387,home,2.0,wkday,00:00:00,30:00:00
1021_12,678848.9753999999,4823483.5951000005,home,2.0,wkday,00:00:00,30:00:00
10220_18,686472.1513999999,4823731.145,home,2.0,wkday,00:00:00,30:00:00
10221_18,686462.3733999999,4823732.0046,home,2.0,wkday,00:00:00,30:00:00
10222_18,686341.2211999996,4823726.2073,home,2.0,wkday,00:00:00,30:00:00
10223_18,686427.5132999998,4823725.606799999,home,2.0,wkday,00:00:00,30:00:00
10224_18,686474.3733999999,4823679.514900001,work,N/A,wkday,08:00:00,18:00:00
10225_18,686435.9411000004,4823684.7574000005,home,2.0,wkday,00:00:00,30:00:00
10226_18,686377.3004999999,4823686.9276,home,2.0,wkday,00:00:00,30:00:00
10227_18,686382.1316,4823666.630999999,home,2.0,wkday,00:00:00,30:00:00
10228_18,686480.8015999999,4823650.074200001,home,2.0,wkday,00:00:00,30:00:00
10229_18,686426.7026000004,4823646.8159,home,2.0,wkday,00:00:00,30:00:00
1022_12,678727.3355,4823476.2190000005,work,N/A,wkday,08:00:00,18:00:00
10230_18,686461.3706,4823623.6236000005,home,2.0,wkday,00:00:00,30:00:00
10231_18,686432.1218999997,4823629.301999999,home,2.0,wkday,00:00:00,30:00:00
10232_18,686486.0076000001,4823581.933,home,4.0,wkday,00:00:00,30:00:00
10233_18,686385.5636,4823566.3697999995,home,2.0,wkday,00:00:00,30:00:00
10234_18,686487.9401000002,4823556.3145,home,2.0,wkday,00:00:00,30:00:00
10235_18,686429.7049000002,4823547.4234,home,2.0,wkday,00:00:00,30:00:00
10236_18,686383.1190999998,4823545.0064,home,2.0,wkday,00:00:00,30:00:00
10237_18,686488.6471999995,4823537.977700001,home,2.0,wkday,00:00:00,30:00:00
10238_18,686384.6370000001,4823527.641899999,home,2.0,wkday,00:00:00,30:00:00
10239_18,686432.9693,4823475.956800001,home,2.0,wkday,00:00:00,30:00:00
1023_12,678689.9425999997,4823476.0909,work,N/A,wkday,08:00:00,18:00:00
10240_18,686487.4341000002,4823470.601500001,home,4.0,wkday,00:00:00,30:00:00
10241_18,686432.8108000001,4823460.0462,home,2.0,wkday,00:00:00,30:00:00
10242_18,686385.8958999999,4823458.5527,home,2.0,wkday,00:00:00,30:00:00
10243_18,686433.2406000001,4823443.3035,home,2.0,wkday,00:00:00,30:00:00
10244_18,686382.7198999999,4823434.3058,home,2.0,wkday,00:00:00,30:00:00
10245_18,686447.6210000003,4823384.1478,work,N/A,wkday,08:00:00,18:00:00
10246_18,686391.4096999997,4823381.6698,home,2.0,wkday,00:00:00,30:00:00
10247_18,686390.9036999997,4823365.6861000005,home,2.0,wkday,00:00:00,30:00:00
10248_18,686446.7858999996,4823328.3968,home,4.0,wkday,00:00:00,30:00:00
10249_18,686384.0274,4823327.6195,home,2.0,wkday,00:00:00,30:00:00
1024_12,678994.2647000002,4823465.7125,home,2.0,wkday,00:00:00,30:00:00
10250_18,686443.6403000001,4823281.0550999995,home,24.0,wkday,00:00:00,30:00:00
10251_18,686494.4261999996,4823276.1631000005,home,4.0,wkday,00:00:00,30:00:00
10252_18,686495.1546999998,4823257.9177,home,2.0,wkday,00:00:00,30:00:00
10253_18,686444.7559000002,4823245.0887,home,24.0,wkday,00:00:00,30:00:00
10254_18,686391.5713,4823239.0353,home,24.0,wkday,00:00:00,30:00:00
10255_18,686499.5011999998,4823198.103599999,home,2.0,wkday,00:00:00,30:00:00
10256_18,686493.3289000001,4823174.6066,home,2.0,wkday,00:00:00,30:00:00
10257_18,686398.5389999999,4823149.8232,home,8.0,wkday,00:00:00,30:00:00
10258_18,686443.4665999999,4823117.1852,home,4.0,wkday,00:00:00,30:00:00
10259_18,686444.5669,4823096.8061999995,home,4.0,wkday,00:00:00,30:00:00
1025_12,678975.3487999998,4823465.2949,home,2.0,wkday,00:00:00,30:00:00
10260_18,686401.8887999998,4823074.214400001,home,2.0,wkday,00:00:00,30:00:00
10261_18,686490.0798000004,4823054.963199999,secondary,N/A,wkday,08:00:00,20:00:00
10262_18,686402.3063000003,4823062.257099999,home,4.0,wkday,00:00:00,30:00:00
10263_18,686445.6733999997,4823058.0447,home,2.0,wkday,00:00:00,30:00:00
10264_18,686400.7214000002,4823040.2291,home,4.0,wkday,00:00:00,30:00:00
10265_18,686487.5255000005,4823038.3759,secondary,N/A,wkday,08:00:00,20:00:00
10266_18,686443.6646999996,4823027.308599999,home,2.0,wkday,00:00:00,30:00:00
10267_18,686401.0230999999,4823021.304099999,home,2.0,wkday,00:00:00,30:00:00
10268_18,686979.1354,4823797.1039,home,2.0,wkday,00:00:00,30:00:00
10269_18,686950.5999999996,4823800.721899999,home,2.0,wkday,00:00:00,30:00:00
1026_12,678849.9628999997,4823451.615499999,work,N/A,wkday,08:00:00,18:00:00
10270_18,686885.7658000002,4823793.1171,home,2.0,wkday,00:00:00,30:00:00
10271_18,686857.8948999997,4823796.512599999,home,2.0,wkday,00:00:00,30:00:00
10272_18,686835.6627000002,4823797.5945999995,home,2.0,wkday,00:00:00,30:00:00
10273_18,686752.5009000003,4823795.628699999,home,2.0,wkday,00:00:00,30:00:00
10274_18,686736.2123999996,4823795.266000001,home,2.0,wkday,00:00:00,30:00:00
10275_18,686639.8099999996,4823791.2182,home,2.0,wkday,00:00:00,30:00:00
10276_18,686623.9420999996,4823790.559800001,home,2.0,wkday,00:00:00,30:00:00
10277_18,686608.0071,4823789.9899,home,2.0,wkday,00:00:00,30:00:00
10278_18,686536.2600999996,4823776.182399999,secondary,N/A,wkday,08:00:00,20:00:00
10279_18,686885.6134000001,4823765.965500001,home,2.0,wkday,00:00:00,30:00:00
1027_12,679922.6660000002,4823518.281400001,secondary,N/A,wkday,08:00:00,20:00:00
10280_18,686781.2406000001,4823764.136700001,home,2.0,wkday,00:00:00,30:00:00
10281_18,686886.1711999997,4823750.8839,home,2.0,wkday,00:00:00,30:00:00
10282_18,686824.6136999996,4823747.781099999,home,2.0,wkday,00:00:00,30:00:00
10283_18,686685.9965000004,4823788.8621,home,2.0,wkday,00:00:00,30:00:00
10284_18,686686.5969000002,4823752.072699999,home,2.0,wkday,00:00:00,30:00:00
10285_18,686656.7812999999,4823744.912900001,home,2.0,wkday,00:00:00,30:00:00
10286_18,686639.8953999998,4823743.544299999,home,2.0,wkday,00:00:00,30:00:00
10287_18,686624.4327999996,4823742.337300001,home,2.0,wkday,00:00:00,30:00:00
10288_18,686610.79,4823741.557,home,2.0,wkday,00:00:00,30:00:00
10289_18,686781.0760000004,4823746.714299999,home,2.0,wkday,00:00:00,30:00:00
1028_12,679045.9192000004,4823457.732799999,work,N/A,wkday,08:00:00,18:00:00
10290_18,686979.1749999998,4823739.033299999,home,2.0,wkday,00:00:00,30:00:00
10291_18,686782.2951999996,4823731.8583,home,2.0,wkday,00:00:00,30:00:00
10292_18,686726.7971000001,4823731.2761,home,2.0,wkday,00:00:00,30:00:00
10293_18,686931.0652999999,4823721.994899999,home,2.0,wkday,00:00:00,30:00:00
10294_18,686974.9809999997,4823721.8029,home,2.0,wkday,00:00:00,30:00:00
10295_18,686826.2169000003,4823717.825300001,home,2.0,wkday,00:00:00,30:00:00
10296_18,686980.0498000002,4823706.517200001,home,2.0,wkday,00:00:00,30:00:00
10297_18,686933.5921,4823698.711200001,home,2.0,wkday,00:00:00,30:00:00
